"Origin","Dest1","Dest2","Dest3","Dest4","Home","Cost(Euro)","Aircraft"
"CBO","CBO","PAG","ZAM","ILO","TAC","28","C212"
"CGY","CGY","ZAM","BCD","KLO","BAG","49","V22"
"PAG","PAG","DGT","TAC","BAG","PPS","51","BB1"
"ZAM","ZAM","BCD","ILO","SJI","TAC","29","BA10"
"BAG","BAG","KLO","BCD","DGT","TAG","34","SIS99"
"TAC","TAC","ILO","DGT","MPH","PPS","38","SAH"
"BCD","BCD","ILO","SJI","KLO","DVO","26","A319"
"DGT","DGT","TAG","KLO","PPS","CRK","43","A320"
"ILO","ILO","SJI","MPH","USU","PPS","22","A321"
"KLO","KLO","SJI","TAG","BXU","DVO","28","A330"
"PPS","PPS","MPH","TAG","DPL","CRK","46","737"
"SJI","SJI","MPH","USU","LAO","DVO","60","747"
"TAG","TAG","BXU","DVO","LGP","CRK","46","757"
"MPH","MPH","USU","CRK","DPL","OZC","37","767"
"DVO","DVO","BXU","CEB","USU","LAO","60","777"
"CRK","CRK","LGP","MBT","DPL","BXU","40","BAE146"
"USU","USU","CRM","DPL","OZC","LAO","58","DC8"
"BXU","BXU","CEB","LGP","LAO","JOL","64","F50"
"DPL","DPL","OZC","CGM","MBT","LGP","22","MD11"
"LAO","LAO","CRM","CEB","OZC","CYU","52","A400M"
"LGP","LGP","MBT","CEB","ENI","JOL","45","C212"
"OZC","OZC","CGM","MBT","CRM","RXS","24","V22"
"CEB","CEB","CYP","CRM","CYU","JOL","37","BB1"
"MBT","MBT","VRC","CGM","JOL","ENI","46","BA10"
"CRM","CRM","RXS","CYU","CGM","TUG","51","SIS99"
"JOL","JOL","CYU","ENI","SFE","CYP","56","SAH"
"CGM","CGM","RXS","VRC","ENI","BSO","73","A319"
"CYU","CYU","RXS","CYP","WNP","TUG","38","A320"
"ENI","ENI","CYP","VRC","TDG","SFE","60","A321"
"RXS","RXS","VRC","SUG","TUG","BSO","61","A330"
"CYP","CYP","WNP","SFE","TUG","SGS","67","737"
"VRC","VRC","SFE","BSO","TDG","GES","72","747"
"TUG","TUG","BSO","SFS","WNP","SUG","57","757"
"SFE","SFE","MRQ","WNP","TDG","SGS","67","767"
"BSO","BSO","TBH","SUG","TDG","GES","71","777"
"WNP","WNP","SFS","CYZ","SUG","SGS","70","BAE146"
"TDG","TDG","OMC","MRQ","GES","SGS","63","DC8"
"SUG","SUG","BPR","TBH","SFS","GES","50","F50"
"SGS","SGS","MRQ","LBX","SFS","CYZ","58","MD11"
"GES","GES","OMC","TBH","MRQ","RZP","43","A400M"
"SFS","TBH","CYZ","GDN","BPR","SFS","cant complete trip","C212"
"MRQ","CYZ","OMC","KRK","LBX","MRQ","cant complete trip","V22"
"TBH","OMC","BPR","KTW","RZP","TBH","cant complete trip","BB1"
"CYZ","BPR","LBX","POZ","GDN","CYZ","cant complete trip","BA10"
"OMC","LBX","RZP","RZE","KRK","OMC","cant complete trip","SIS99"
"BPR","RZP","GDN","SZZ","KTW","BPR","cant complete trip","SAH"
"LBX","GDN","KRK","OSP","POZ","LBX","cant complete trip","A319"
"RZP","RZP","WAW","KTW","KRK","RZE","2632","A320"
"GDN","GDN","POZ","WRO","KTW","SZZ","301","A321"
"KRK","KRK","RZE","POZ","IEG","OSP","355","A330"
"KTW","KTW","LCJ","WAW","RZE","SZZ","377","737"
"POZ","POZ","BZG","OSP","SZZ","WRO","216","747"
"RZE","RZE","WAW","IEG","OSZ","OSP","353","757"
"SZZ","SZZ","QYD","WAW","LCJ","WRO","284","767"
"OSP","OSP","BZG","IEG","WRO","QXR","294","777"
"WAW","WAW","WMI","LCJ","IEG","OSZ","239","BAE146"
"WRO","WRO","LCJ","BZG","QYD","LUZ","338","DC8"
"IEG","IEG","BZG","OSZ","CZW","QXR","301","F50"
"LCJ","LCJ","WMI","QYD","OSZ","SMA","4848","MD11"
"BZG","BZG","QYD","QXR","LUZ","BGC","2978","A400M"
"OSZ","QXR","WMI","FLW","CZW","OSZ","cant complete trip","C212"
"QYD","WMI","LUZ","FAO","SMA","QYD","cant complete trip","V22"
"QXR","LUZ","CZW","GRW","BGC","QXR","cant complete trip","BB1"
"WMI","CZW","SMA","HOR","FLW","WMI","cant complete trip","BA10"
"LUZ","SMA","BGC","TER","FAO","LUZ","cant complete trip","SIS99"
"CZW","BGC","FLW","PDL","GRW","CZW","cant complete trip","SAH"
"SMA","SMA","PIX","HOR","FLW","FAO","4154","A319"
"BGC","BGC","OPO","FAO","TER","GRW","4250","A320"
"FLW","FLW","HOR","GRW","PDL","PXO","3064","A321"
"FAO","FAO","LIS","TER","PIX","HOR","3745","A330"
"GRW","GRW","SJZ","TER","PDL","OPO","3474","737"
"HOR","HOR","PIX","PDL","PXO","VRL","4272","747"
"TER","TER","PIX","FNC","LIS","OPO","4187","757"
"PDL","PDL","SJZ","CVU","PXO","OPO","4664","767"
"PIX","PIX","PXO","LIS","VRL","CPX","12435","777"
"OPO","LIS","SJZ","BQN","FNC","OPO","cant complete trip","BAE146"
"PXO","PXO","VRL","SJZ","CVU","FAJ","12190","DC8"
"LIS","VRL","FNC","SIG","CPX","LIS","cant complete trip","F50"
"SJZ","SJZ","CVU","FNC","BQN","MAZ","11199","MD11"
"VRL","CVU","CPX","PSE","FAJ","VRL","cant complete trip","A400M"
"FNC","CPX","BQN","SJU","SIG","FNC","cant complete trip","C212"
"CVU","BQN","FAJ","ARE","MAZ","CVU","cant complete trip","V22"
"CPX","CPX","VQS","FAJ","SIG","PSE","296","BB1"
"BQN","BQN","MAZ","SIG","SJU","RVR","333","BA10"
"FAJ","MAZ","PSE","DOH","ARE","FAJ","cant complete trip","SIS99"
"SIG","PSE","SJU","IUD","VQS","SIG","cant complete trip","SAH"
"MAZ","SJU","ARE","XOZ","RVR","MAZ","cant complete trip","A319"
"PSE","PSE","ARE","VQS","DOH","RUN","cant complete trip","A320"
"SJU","SJU","RVR","VQS","IUD","ZSE","cant complete trip","A321"
"ARE","ARE","RVR","ARW","XOZ","DOH","11889","A330"
"VQS","VQS","BCM","IUD","DOH","RUN","cant complete trip","737"
"RVR","RVR","BAY","IUD","XOZ","ZSE","24042","747"
"DOH","DOH","XOZ","BBU","ARW","RUN","7937","757"
"IUD","IUD","CND","BCM","RUN","ZSE","7878","767"
"XOZ","XOZ","CLJ","BAY","ARW","ZSE","7989","777"
"RUN","ARW","BCM","CSB","BBU","RUN","cant complete trip","BAE146"
"ZSE","BCM","BAY","CRA","CND","ZSE","cant complete trip","DC8"
"ARW","ARW","CLJ","BAY","IAS","BBU","304","F50"
"BCM","BCM","BBU","CND","CSB","OMR","335","MD11"
"BAY","BAY","CLJ","CRA","OTP","CND","287","A400M"
"BBU","BBU","SBZ","CLJ","CSB","IAS","291","C212"
"CND","CND","CRA","CSB","OMR","SUJ","313","V22"
"CLJ","CLJ","SCV","IAS","OTP","CRA","247","BB1"
"CSB","CSB","SBZ","OMR","IAS","TCE","349","BA10"
"CRA","CRA","OTP","TGM","SUJ","OMR","235","SIS99"
"IAS","IAS","SCV","SBZ","OTP","TSR","334","SAH"
"OMR","OMR","SUJ","SBZ","SIB","TCE","294","A319"
"OTP","OTP","TGM","SUJ","SCV","CIO","351","A320"
"SBZ","SBZ","DVA","TSR","SCV","TCE","308","A321"
"SUJ","SUJ","DZM","TGM","SIB","TCE","277","A330"
"SCV","SCV","TGM","TSR","CIO","YKS","1667","737"
"TCE","TCE","SIB","DVA","TSR","MJZ","1510","747"
"TGM","TGM","DZM","SIB","CIO","BQS","1832","757"
"TSR","TSR","CIO","DVA","YKS","KHV","1625","767"
"SIB","SIB","DVA","DZM","MJZ","PVS","1484","777"
"CIO","DZM","YKS","GDX","BQS","CIO","cant complete trip","BAE146"
"DVA","DVA","MJZ","YKS","KHV","PWE","1475","DC8"
"DZM","MJZ","BQS","PKC","PVS","DZM","cant complete trip","F50"
"YKS","YKS","GDX","UUS","KHV","BQS","77","MD11"
"MJZ","KHV","PVS","VVO","PWE","MJZ","cant complete trip","A400M"
"BQS","PVS","GDX","HTA","PKC","BQS","cant complete trip","C212"
"KHV","GDX","PWE","BTK","UUS","KHV","cant complete trip","V22"
"PVS","PWE","PKC","IKT","VVO","PVS","cant complete trip","BB1"
"GDX","PKC","UUS","UUD","HTA","GDX","cant complete trip","BA10"
"PWE","UUS","VVO","LED","BTK","PWE","cant complete trip","SIS99"
"PKC","VVO","HTA","MMK","IKT","PKC","cant complete trip","SAH"
"UUS","HTA","BTK","KGD","UUD","UUS","cant complete trip","A319"
"VVO","VVO","IKT","BTK","ABA","LED","205","A320"
"HTA","HTA","UUD","IKT","BAX","MMK","143","A321"
"BTK","BTK","UUD","KEJ","LED","KGD","165","A330"
"IKT","IKT","ABA","OMS","MMK","LED","150","737"
"UUD","UUD","BAX","MMK","KGD","KRR","196","747"
"LED","LED","KGD","MCX","KEJ","ABA","154","757"
"MMK","MMK","OMS","BAX","ABA","MRV","151","767"
"KGD","KGD","KRR","STW","BAX","KEJ","141","777"
"ABA","ABA","KEJ","OMS","MCX","ROV","cant complete trip","BAE146"
"BAX","BAX","OMS","MRV","KRR","AER","103","DC8"
"KEJ","KRR","MCX","ASF","STW","KEJ","cant complete trip","F50"
"OMS","OMS","VOG","ROV","MRV","MCX","82","MD11"
"KRR","KRR","AER","STW","MRV","CEK","62","A400M"
"MCX","MCX","ASF","STW","ROV","MQF","59","C212"
"MRV","MRV","AER","ROV","VOG","NJC","cant complete trip","V22"
"STW","STW","AER","ASF","CEK","PEE","cant complete trip","BB1"
"ROV","ROV","VOG","ASF","MQF","SGC","cant complete trip","BA10"
"AER","VOG","CEK","SVX","NJC","AER","cant complete trip","SIS99"
"ASF","CEK","MQF","BZK","PEE","ASF","cant complete trip","SAH"
"VOG","VOG","SVO","MQF","SGC","NJC","91","A319"
"CEK","CEK","SVX","PEE","NJC","KLD","83","A320"
"MQF","MQF","PEE","SGC","VOZ","BZK","87","A321"
"NJC","NJC","SGC","SVX","SVO","VKO","71","A330"
"PEE","PEE","SVX","SCW","KLD","BZK","58","737"
"SGC","SGC","KZN","SVO","BZK","VOZ","79","747"
"SVX","SVX","REN","SVO","VKO","KLD","53","757"
"BZK","BZK","VOZ","KLD","SCW","UFA","62","767"
"SVO","SVO","VKO","VOZ","KBY","KZN","31","777"
"KLD","KLD","VKO","DME","SCW","REN","55","BAE146"
"VOZ","VOZ","KZN","UFA","SCW","OVB","102","DC8"
"VKO","VKO","KZN","KBY","REN","TJM","59","F50"
"SCW","SCW","UFA","REN","KUF","DME","49","MD11"
"KZN","KZN","KBY","UFA","GOJ","OVB","86","A400M"
"REN","REN","KBY","DME","TJM","TOF","cant complete trip","C212"
"UFA","DME","OVB","UIK","KUF","UFA","cant complete trip","V22"
"KBY","KBY","GOJ","TJM","OVB","NSK","cant complete trip","BB1"
"DME","TJM","KUF","AAQ","TOF","DME","cant complete trip","BA10"
"OVB","KUF","GOJ","BKA","UIK","OVB","cant complete trip","SIS99"
"TJM","GOJ","TOF","ARH","NSK","TJM","cant complete trip","SAH"
"KUF","KUF","RTW","AAQ","TOF","UIK","137","A319"
"GOJ","GOJ","BKA","NUX","NSK","UIK","121","A320"
"TOF","TOF","NOJ","NSK","ARH","AAQ","143","A321"
"UIK","UIK","UCT","BKA","RTW","AAQ","151","A330"
"NSK","NSK","NUX","USK","ARH","BKA","90","737"
"AAQ","AAQ","RTW","ARH","PEX","NOJ","108","747"
"BKA","BKA","RTW","UCT","NNM","NUX","87","757"
"ARH","ARH","USK","NUX","NOJ","PKV","83","767"
"RTW","RTW","UCT","PEX","NOJ","KGP","69","777"
"NUX","NUX","USK","NNM","UCT","KJA","77","BAE146"
"NOJ","NOJ","URJ","PEX","USK","PKV","85","DC8"
"UCT","UCT","PEX","NNM","KGP","IWA","68","F50"
"USK","USK","NNM","PKV","KJA","PYJ","142","MD11"
"PEX","PKV","KGP","KXK","URJ","PEX","cant complete trip","A400M"
"NNM","KGP","KJA","IKS","IWA","NNM","cant complete trip","C212"
"PKV","PKV","URJ","KJA","PYJ","CYX","cant complete trip","V22"
"KGP","URJ","IWA","CKH","KXK","KGP","cant complete trip","BB1"
"KJA","IWA","PYJ","CNN","IKS","KJA","cant complete trip","BA10"
"URJ","PYJ","KXK","DYR","CYX","URJ","cant complete trip","SIS99"
"IWA","KXK","IKS","OHO","CKH","IWA","cant complete trip","SAH"
"PYJ","IKS","CYX","CSH","CNN","PYJ","cant complete trip","A319"
"KXK","KXK","CKH","CYX","DYR","CEE","231","A320"
"IKS","IKS","CKH","OHO","CNN","AMV","129","A321"
"CYX","CYX","DYR","CNN","KSZ","CSH","199","A330"
"CKH","CKH","OHO","DYR","PES","CEE","206","737"
"CNN","CNN","OHO","EIE","AMV","CSH","174","747"
"DYR","DYR","KYZ","KSZ","CEE","CSH","214","757"
"OHO","OHO","NOZ","AMV","PES","CEE","191","767"
"CSH","CSH","KSZ","AMV","HTG","EIE","116","777"
"CEE","CEE","PES","KSZ","IAA","KYZ","cant complete trip","BAE146"
"AMV","AMV","PES","GRV","NOZ","EIE","141","DC8"
"KSZ","EIE","KYZ","NAL","HTG","KSZ","cant complete trip","F50"
"PES","PES","OGZ","NOZ","KYZ","IAA","154","MD11"
"EIE","NOZ","HTG","ESL","GRV","EIE","cant complete trip","A400M"
"KYZ","HTG","IAA","SLY","NAL","KYZ","cant complete trip","C212"
"NOZ","IAA","GRV","HMA","OGZ","NOZ","cant complete trip","V22"
"HTG","GRV","NAL","NYA","ESL","HTG","cant complete trip","BB1"
"IAA","NAL","OGZ","OVS","SLY","IAA","cant complete trip","BA10"
"GRV","OGZ","ESL","IJK","HMA","GRV","cant complete trip","SIS99"
"NAL","ESL","SLY","KVX","NYA","NAL","cant complete trip","SAH"
"OGZ","OGZ","OVS","HMA","NYM","SLY","96","A319"
"ESL","ESL","IJK","NYA","HMA","RAT","83","A320"
"SLY","SLY","NYA","OVS","NFG","KVX","55","A321"
"HMA","HMA","OVS","NYM","KRO","IJK","56","A330"
"NYA","NYA","RAT","IJK","KVX","RYB","67","737"
"OVS","OVS","NFG","NYM","KVX","EGO","83","747"
"IJK","IJK","KRO","RAT","NYM","URS","88","757"
"KVX","KVX","RYB","LPK","NFG","RAT","79","767"
"NYM","NYM","VKT","NFG","KRO","EGO","99","777"
"RAT","RAT","KRO","UUA","RYB","URS","92","BAE146"
"NFG","NFG","JOK","RYB","LPK","EGO","80","DC8"
"KRO","EGO","URS","CSY","VKT","KRO","cant complete trip","F50"
"RYB","RYB","LPK","URS","ULY","UUA","42","MD11"
"EGO","EGO","LPK","JOK","OSW","VKT","92","A400M"
"URS","URS","PEZ","CSY","UUA","VKT","cant complete trip","C212"
"LPK","LPK","SKX","ULY","UUA","JOK","27","V22"
"VKT","VKT","JOK","CSY","BWO","OSW","cant complete trip","BB1"
"UUA","CSY","ULY","NBB","PEZ","UUA","cant complete trip","BA10"
"JOK","JOK","ULY","SKX","TBW","OSW","42","SIS99"
"CSY","OSW","PEZ","IAR","BWO","CSY","cant complete trip","SAH"
"ULY","ULY","SKX","PEZ","NBB","UKX","117","A319"
"OSW","OSW","BWO","SKX","TBW","KVK","78","A320"
"PEZ","PEZ","BWO","NBC","IAR","NBB","69","A321"
"SKX","SKX","ULV","TBW","NBB","UKX","127","A330"
"BWO","BWO","TBW","IAR","KVK","SWT","95","737"
"NBB","NBB","NBC","IAR","GDZ","UKX","158","747"
"TBW","TBW","ULV","VGD","KVK","UKX","148","757"
"IAR","IAR","NBC","SWT","KVK","BVV","267","767"
"UKX","UKX","OHH","NBC","ULV","GDZ","212","777"
"KVK","KVK","LDG","VGD","ULV","SWT","91","BAE146"
"NBC","NBC","KMW","GDZ","SWT","BVV","248","DC8"
"ULV","GDZ","VGD","KIE","OHH","ULV","cant complete trip","F50"
"SWT","SWT","LDG","VGD","NEZ","BVV","212","MD11"
"GDZ","BVV","OHH","NOI","KMW","GDZ","cant complete trip","A400M"
"VGD","OHH","LDG","CKL","KIE","VGD","cant complete trip","C212"
"BVV","LDG","KMW","TYA","NEZ","BVV","cant complete trip","V22"
"OHH","KMW","KIE","MOW","NOI","OHH","cant complete trip","BB1"
"LDG","KIE","NEZ","EYK","CKL","LDG","cant complete trip","BA10"
"KMW","KMW","NEZ","TYA","KLF","NOI","cant complete trip","SIS99"
"KIE","NOI","CKL","DKS","MOW","KIE","cant complete trip","SAH"
"NEZ","NEZ","CKL","TYA","EYK","RGK","104","A319"
"NOI","NOI","TYA","KLF","MOW","DEE","246","A320"
"CKL","CKL","MOW","VUS","EYK","DKS","86","A321"
"TYA","TYA","KLF","EYK","RGK","ODO","154","A330"
"MOW","MOW","KLF","DKS","ULK","DEE","224","737"
"EYK","EYK","VUS","VLU","DKS","RGK","136","747"
"KLF","KLF","RGK","ODO","DEE","KVM","253","757"
"DKS","DKS","VUS","ULK","ZKP","DEE","219","767"
"RGK","RGK","ODO","UMS","VUS","VLU","181","777"
"DEE","ODO","ULK","ADH","KVM","DEE","cant complete trip","BAE146"
"VUS","ULK","VLU","GYI","ZKP","VUS","cant complete trip","DC8"
"ODO","VLU","KVM","KGL","UMS","ODO","cant complete trip","F50"
"ULK","ULK","ADH","ZKP","KVM","KME","248","MD11"
"VLU","ZKP","UMS","SKB","GYI","VLU","cant complete trip","A400M"
"KVM","UMS","ADH","NEV","KGL","KVM","cant complete trip","C212"
"ZKP","ADH","GYI","SLU","KME","ZKP","cant complete trip","V22"
"UMS","GYI","KGL","UVF","SKB","UMS","cant complete trip","BB1"
"ADH","KGL","KME","MQC","NEV","ADH","cant complete trip","BA10"
"GYI","KME","SKB","FSP","SLU","GYI","cant complete trip","SIS99"
"KGL","SKB","NEV","CIW","UVF","KGL","cant complete trip","SAH"
"KME","NEV","SLU","MQS","MQC","KME","cant complete trip","A319"
"SKB","SKB","SLU","UVF","SVD","FSP","4839","A320"
"NEV","NEV","UVF","CIW","UNI","MQC","4933","A321"
"SLU","SLU","BQU","MQS","FSP","MQC","5127","A330"
"UVF","FSP","CIW","APW","SVD","UVF","cant complete trip","737"
"MQC","MQC","MQS","CIW","UNI","FGI","13709","747"
"FSP","MQS","SVD","MXS","BQU","FSP","cant complete trip","757"
"CIW","SVD","UNI","AAU","APW","CIW","cant complete trip","767"
"MQS","UNI","BQU","PCP","FGI","MQS","cant complete trip","777"
"SVD","BQU","APW","TMS","MXS","SVD","cant complete trip","BAE146"
"UNI","APW","FGI","AHB","AAU","UNI","cant complete trip","DC8"
"BQU","FGI","MXS","HOF","PCP","BQU","cant complete trip","F50"
"APW","APW","MXS","AAU","ABT","TMS","7959","MD11"
"FGI","AAU","PCP","BHH","AHB","FGI","cant complete trip","A400M"
"MXS","PCP","TMS","DMM","HOF","MXS","cant complete trip","C212"
"AAU","TMS","AHB","DHA","ABT","AAU","cant complete trip","V22"
"PCP","AHB","HOF","GIZ","BHH","PCP","cant complete trip","BB1"
"TMS","HOF","ABT","ELQ","DMM","TMS","cant complete trip","BA10"
"AHB","ABT","BHH","URY","DHA","AHB","cant complete trip","SIS99"
"HOF","HOF","DMM","HAS","BHH","GIZ","833","SAH"
"ABT","ABT","JED","ELQ","DMM","DHA","688","A319"
"BHH","BHH","GIZ","HBT","DHA","URY","1224","A320"
"DMM","DMM","ELQ","HAS","MED","GIZ","863","A321"
"DHA","DHA","ELQ","JED","EAM","URY","1292","A330"
"GIZ","GIZ","HAS","HBT","AQI","URY","1074","737"
"ELQ","ELQ","HAS","RAH","MED","JED","566","747"
"URY","URY","HBT","RUH","JED","EAM","1134","757"
"HAS","HAS","MED","HBT","AQI","RAE","527","767"
"JED","JED","MED","RAH","EAM","SHW","905","777"
"HBT","HBT","AQI","RUH","SLF","EAM","621","BAE146"
"MED","MED","TUU","RAE","RAH","AQI","597","DC8"
"EAM","EAM","SHW","TIF","RUH","RAH","956","F50"
"AQI","AQI","RUH","SLF","RAE","TUI","803","MD11"
"RAH","RAH","RAE","TUU","EJH","SHW","983","A400M"
"RUH","RUH","SLF","SHW","TIF","YNB","749","C212"
"RAE","RAE","TUI","TUU","EWD","SLF","803","V22"
"SHW","SHW","TIF","EJH","TUU","AJF","921","BB1"
"SLF","SLF","DWD","TIF","YNB","TUI","cant complete trip","BA10"
"TUU","TUI","EJH","ULH","EWD","TUU","cant complete trip","SIS99"
"TIF","EJH","YNB","ZIG","AJF","TIF","cant complete trip","SAH"
"TUI","YNB","EWD","CSK","DWD","TUI","cant complete trip","A319"
"EJH","EJH","ULH","AJF","EWD","KLC","2086","A320"
"YNB","YNB","DWD","AJF","ZIG","DKR","1894","A321"
"EWD","EWD","DWD","ULH","XLS","CSK","1744","A330"
"AJF","AJF","ULH","BXE","ZIG","KLC","1469","737"
"DWD","DWD","KGG","ZIG","CSK","DKR","1546","747"
"ULH","ULH","TUD","CSK","KLC","XLS","1407","757"
"ZIG","ZIG","KLC","DKR","MAX","BXE","0","767"
"CSK","CSK","DKR","XLS","KGG","BEG","49","777"
"KLC","XLS","BXE","INI","TUD","KLC","cant complete trip","BAE146"
"DKR","DKR","BXE","KGG","MAX","PRN","46","DC8"
"XLS","KGG","TUD","DES","BEG","XLS","cant complete trip","F50"
"BXE","BXE","TUD","MAX","INI","SEZ","638","MD11"
"KGG","MAX","BEG","PRI","PRN","KGG","cant complete trip","A400M"
"TUD","BEG","INI","BDI","DES","TUD","cant complete trip","C212"
"MAX","INI","PRN","FNA","SEZ","MAX","cant complete trip","V22"
"BEG","PRN","DES","KEN","PRI","BEG","cant complete trip","BB1"
"INI","DES","SEZ","KBS","BDI","INI","cant complete trip","BA10"
"PRN","SEZ","PRI","BTE","FNA","PRN","cant complete trip","SIS99"
"DES","PRI","BDI","JMY","KEN","DES","cant complete trip","SAH"
"SEZ","BDI","FNA","HGS","KBS","SEZ","cant complete trip","A319"
"PRI","PRI","KEN","FNA","WYE","BTE","562","A320"
"BDI","BDI","KEN","KBS","GBK","JMY","557","A321"
"FNA","FNA","KBS","BTE","HGS","QPG","8846","A330"
"KEN","BTE","JMY","XSP","WYE","KEN","cant complete trip","737"
"KBS","KBS","JMY","HGS","GBK","SIN","8750","747"
"BTE","BTE","HGS","WYE","BTS","QPG","cant complete trip","757"
"JMY","JMY","WYE","GBK","KSC","XSP","cant complete trip","767"
"HGS","HGS","GBK","PZY","QPG","SIN","18460","777"
"WYE","QPG","XSP","SLD","BTS","WYE","cant complete trip","BAE146"
"GBK","XSP","SIN","TAT","KSC","GBK","cant complete trip","DC8"
"QPG","SIN","BTS","ILZ","PZY","QPG","cant complete trip","F50"
"XSP","XSP","KSC","SLD","BTS","LJU","16833","MD11"
"SIN","KSC","PZY","MBX","TAT","SIN","cant complete trip","A400M"
"BTS","BTS","PZY","ILZ","SLD","POW","1183","C212"
"KSC","SLD","TAT","HIR","LJU","KSC","cant complete trip","V22"
"PZY","TAT","ILZ","GTA","MBX","PZY","cant complete trip","BB1"
"SLD","ILZ","LJU","RBV","POW","SLD","cant complete trip","BA10"
"TAT","LJU","MBX","KGE","HIR","TAT","cant complete trip","SIS99"
"ILZ","MBX","POW","VAO","GTA","ILZ","cant complete trip","SAH"
"LJU","POW","HIR","RUS","RBV","LJU","cant complete trip","A319"
"MBX","HIR","GTA","RNL","KGE","MBX","cant complete trip","A320"
"POW","GTA","RBV","MNY","VAO","POW","cant complete trip","A321"
"HIR","HIR","RUS","RBV","GZO","KGE","126","A330"
"GTA","GTA","MUA","KGE","VAO","RNL","143","737"
"RBV","RBV","VAO","RUS","SCZ","MNY","299","747"
"KGE","KGE","GZO","RUS","IRA","RNL","182","757"
"VAO","VAO","MUA","MNY","MBU","RNL","193","767"
"RUS","RUS","FRE","GZO","MNY","SCZ","296","777"
"RNL","RNL","IRA","MUA","GZO","BAS","206","BAE146"
"MNY","MNY","MUA","MBU","AKS","SCZ","302","DC8"
"GZO","GZO","FRE","ATD","IRA","SCZ","259","F50"
"MUA","MUA","BAS","MBU","IRA","BN1","4732","MD11"
"SCZ","SCZ","AKS","FRE","MBU","BNY","213","A400M"
"IRA","IRA","ATD","FRE","RIN","BAS","195","C212"
"MBU","BAS","AKS","EGM","BN1","MBU","cant complete trip","V22"
"FRE","FRE","AKS","ATD","AFT","BNY","100","BB1"
"BAS","ATD","BN1","RNA","RIN","BAS","cant complete trip","BA10"
"AKS","BN1","BNY","CHY","EGM","AKS","cant complete trip","SIS99"
"ATD","ATD","AFT","NNB","BNY","RIN","179","SAH"
"BN1","RIN","EGM","XYA","RNA","BN1","cant complete trip","A319"
"BNY","BNY","AFT","BPF","EGM","CHY","182","A320"
"RIN","AFT","RNA","HGA","NNB","RIN","cant complete trip","A321"
"EGM","EGM","XYA","RNA","CHY","BBO","1692","A330"
"AFT","CHY","NNB","KMU","BPF","AFT","cant complete trip","737"
"RNA","RNA","NNB","XYA","HGA","BXX","1666","747"
"CHY","XYA","BPF","BUO","BBO","CHY","cant complete trip","757"
"NNB","BPF","HGA","GLK","KMU","NNB","cant complete trip","767"
"XYA","XYA","MGQ","HGA","BBO","BXX","1574","777"
"BPF","BBO","KMU","BSA","BUO","BPF","cant complete trip","BAE146"
"HGA","HGA","BXX","GLK","ALU","KMU","3","DC8"
"BBO","BBO","BXX","BUO","GGR","MGQ","2","F50"
"KMU","KMU","BUO","GLK","BSA","ALJ","326","MD11"
"BXX","GLK","MGQ","AGZ","ALU","BXX","cant complete trip","A400M"
"BUO","MGQ","BSA","BIY","GGR","BUO","cant complete trip","C212"
"GLK","BSA","ALU","BFN","ALJ","GLK","cant complete trip","V22"
"MGQ","ALU","GGR","CPT","AGZ","MGQ","cant complete trip","BB1"
"BSA","GGR","ALJ","DUR","BIY","BSA","cant complete trip","BA10"
"ALU","ALJ","AGZ","ELS","BFN","ALU","cant complete trip","SIS99"
"GGR","AGZ","BIY","GCJ","CPT","GGR","cant complete trip","SAH"
"ALJ","ALJ","GRJ","BIY","BFN","DUR","272","A319"
"AGZ","AGZ","CPT","ELS","BFN","HDS","293","A320"
"BIY","BIY","DUR","JNB","GCJ","CPT","234","A321"
"BFN","BFN","KIM","ELS","DUR","GRJ","207","A330"
"CPT","CPT","KLZ","ELS","GCJ","HDS","326","737"
"DUR","DUR","JNB","GCJ","HLA","GRJ","189","747"
"ELS","ELS","GRJ","KIM","LAY","HDS","237","757"
"GCJ","GCJ","JNB","HDS","MGH","KLZ","267","767"
"GRJ","GRJ","KIM","MEZ","HLA","JNB","166","777"
"HDS","HDS","NCS","LAY","KIM","KLZ","245","BAE146"
"JNB","JNB","HLA","MGH","DUH","KLZ","247","DC8"
"KIM","KIM","MEZ","HLA","LAY","PLZ","162","F50"
"KLZ","KLZ","LAY","NCS","MGH","PHW","303","MD11"
"HLA","HLA","MEZ","PTG","MGH","DUH","231","A400M"
"LAY","LAY","NCS","PZB","MEZ","PLZ","189","C212"
"MGH","MGH","NCS","NTY","PHW","DUH","255","V22"
"MEZ","MEZ","PTG","UTW","PLZ","DUH","212","BB1"
"NCS","NCS","PZB","RCB","PHW","PLZ","226","BA10"
"DUH","DUH","SBU","NTY","PTG","PHW","cant complete trip","SIS99"
"PLZ","PLZ","UTW","PZB","PTG","SIS","215","SAH"
"PHW","PHW","SZK","RCB","PZB","NTY","130","A319"
"PTG","PTG","LTA","NTY","UTW","SBU","255","A320"
"PZB","PZB","ULD","RCB","UTW","SIS","168","A321"
"NTY","NTY","SZK","RCB","UTN","SBU","250","A330"
"UTW","UTW","UTT","SIS","SBU","LTA","286","737"
"RCB","RCB","ULD","SZK","VRU","SIS","171","747"
"SBU","SBU","UTN","VIR","SZK","LTA","259","757"
"SIS","SIS","PRY","LTA","ULD","UTT","191","767"
"SZK","SZK","ULD","WEL","VRU","UTN","190","777"
"LTA","LTA","MBD","UTN","UTT","VIR","212","BAE146"
