"Origin","Dest1","Dest2","Dest3","Dest4","Home","Cost(Euro)","Aircraft"
"ISG","ISG","MMY","SHI","MMD","NTQ","28","A400M"
"UEO","UEO","MMY","RNJ","KTD","NGO","24","C212"
"MMD","MMD","KTD","SHI","OGN","UKB","25","V22"
"MMY","MMY","SHI","RNJ","KIX","NTQ","cant complete trip","BB1"
"KTD","RNJ","OGN","KIJ","NGO","KTD","cant complete trip","BA10"
"SHI","OGN","NTQ","MYE","UKB","SHI","cant complete trip","SIS99"
"RNJ","RNJ","KIX","NGO","NTQ","SYO","cant complete trip","SAH"
"OGN","OGN","UKB","NGO","KIJ","ONJ","35","A319"
"NTQ","NTQ","UKB","KIX","MYE","FKS","9","A320"
"NGO","NGO","KIX","IWJ","KIJ","SYO","13","A321"
"UKB","UKB","NKM","KIJ","ONJ","MYE","13","A330"
"KIX","KIX","MYE","FKS","SYO","HSG","17","737"
"KIJ","KIJ","SYO","ONJ","OKD","IWJ","18","747"
"MYE","MYE","FKS","ONJ","KUH","NKM","17","757"
"SYO","SYO","FKS","FSZ","IWJ","HSG","16","767"
"ONJ","ONJ","OKD","NKM","UKY","IWJ","18","777"
"FKS","FKS","NKM","TJH","HSG","KUH","23","BAE146"
"IWJ","IWJ","HSG","AXJ","FSZ","OKD","23","DC8"
"NKM","OKD","KUH","KKX","UKY","NKM","cant complete trip","F50"
"HSG","HSG","TJH","FSZ","KUH","AGJ","37","MD11"
"OKD","OKD","FSZ","UKY","BPU","AXJ","24","A400M"
"KUH","KUH","QOT","UKY","TJH","KKX","cant complete trip","C212"
"FSZ","FSZ","TJH","HIW","AXJ","AGJ","20","V22"
"UKY","UKY","TYO","BPU","AXJ","KKX","19","BB1"
"TJH","KKX","AGJ","KJP","QOT","TJH","cant complete trip","BA10"
"AXJ","AGJ","BPU","JER","HIW","AXJ","cant complete trip","SIS99"
"KKX","BPU","QOT","JON","TYO","KKX","cant complete trip","SAH"
"AGJ","QOT","HIW","AMM","KJP","AGJ","cant complete trip","A319"
"BPU","BPU","HIW","TYO","ADJ","JER","18740","A320"
"QOT","TYO","KJP","AQJ","JON","QOT","cant complete trip","A321"
"HIW","HIW","KJP","OMF","AMM","JER","18771","A330"
"TYO","JER","JON","ALA","ADJ","TYO","cant complete trip","737"
"KJP","KJP","TSE","AMM","AQJ","JON","25749","747"
"JER","JER","OMF","ADJ","AMM","DMB","9776","757"
"JON","JON","ALA","CIT","ADJ","AQJ","cant complete trip","767"
"AMM","AMM","OMF","AQJ","URA","TSE","4273","777"
"ADJ","OMF","ALA","PWQ","DMB","ADJ","cant complete trip","BAE146"
"AQJ","AQJ","CIT","ALA","TSE","PLX","4574","DC8"
"OMF","TSE","DMB","AKX","URA","OMF","cant complete trip","F50"
"ALA","ALA","DMB","CIT","BXH","PWQ","13","MD11"
"TSE","TSE","PLX","CIT","GUW","URA","25","A400M"
"DMB","DMB","KZO","AKX","URA","PWQ","22","C212"
"CIT","CIT","BXH","PLX","PWQ","SCO","24","V22"
"URA","URA","AKX","GUW","KGF","PLX","cant complete trip","BB1"
"PWQ","PWQ","UKK","BXH","KZO","AKX","cant complete trip","BA10"
"PLX","BXH","GUW","PPK","SCO","PLX","cant complete trip","SIS99"
"AKX","AKX","GUW","KZO","KSN","KGF","20","SAH"
"BXH","BXH","DZN","KZO","SCO","UKK","23","A319"
"GUW","GUW","SCO","KOV","PPK","KGF","20","A320"
"KZO","KZO","AYK","KGF","UKK","KSN","18","A321"
"SCO","SCO","DZN","PPK","UKK","TDK","30","A330"
"KGF","KGF","KOV","PPK","KSN","EDL","105","737"
"UKK","UKK","DZN","AYK","KSN","KIS","116","747"
"PPK","PPK","KOV","DZN","TDK","KTL","110","757"
"KSN","KSN","KOV","AYK","LOK","EDL","105","767"
"DZN","DZN","AYK","TDK","LAU","KIS","111","777"
"KOV","TDK","EDL","MBA","KTL","KOV","cant complete trip","BAE146"
"AYK","AYK","LOK","EDL","KIS","WIL","103","DC8"
"TDK","KIS","KTL","WJR","LAU","TDK","cant complete trip","F50"
"EDL","EDL","KTL","LOK","BMQ","MBA","18","MD11"
"KIS","KIS","NBO","WIL","LAU","LOK","17","A400M"
"KTL","KTL","WJR","LAU","KWY","MBA","20","C212"
"LOK","LOK","NYK","WIL","MBA","BMQ","18","V22"
"LAU","LAU","MYD","WIL","NBO","WJR","14","BB1"
"MBA","MBA","BMQ","KWY","WJR","LKG","24","BA10"
"WIL","WIL","NBO","ASV","BMQ","NYK","10","SIS99"
"WJR","WJR","UAS","NBO","MYD","KWY","15","SAH"
"BMQ","BMQ","KWY","NYK","MRE","LKG","26","A319"
"NBO","NBO","NYK","ASV","MYD","UKA","12","A320"
"KWY","KWY","MYD","UAS","OYL","LKG","25","A321"
"NYK","NYK","MRE","ASV","GAS","LKG","20","A330"
"MYD","MYD","UKA","ASV","UAS","HOA","12","737"
"LKG","LKG","KLK","UAS","MRE","OYL","19","747"
"ASV","ASV","MRE","KEY","GAS","UKA","15","757"
"UAS","UAS","OYL","HOA","ILU","UKA","18","767"
"MRE","MRE","KRV","KLK","OYL","GAS","16","777"
"UKA","UKA","HOA","GAS","NYE","KEY","14","BAE146"
"OYL","HOA","KLK","TRW","ILU","OYL","cant complete trip","DC8"
"GAS","KLK","KEY","TBF","KRV","GAS","cant complete trip","F50"
"HOA","HOA","ILU","NYE","KEY","CIS","12120","MD11"
"KLK","ILU","KRV","CXI","TRW","KLK","cant complete trip","A400M"
"KEY","KRV","NYE","ABF","TBF","KEY","cant complete trip","C212"
"ILU","NYE","TRW","MZK","CIS","ILU","cant complete trip","V22"
"KRV","TRW","TBF","AEA","CXI","KRV","cant complete trip","BB1"
"NYE","TBF","CIS","AAK","ABF","NYE","cant complete trip","BA10"
"TRW","CIS","CXI","KUC","MZK","TRW","cant complete trip","SIS99"
"TBF","CXI","ABF","AIS","AEA","TBF","cant complete trip","SAH"
"CIS","CIS","TMN","AAK","ABF","MZK","2715","A319"
"CXI","CXI","BEZ","AEA","KUC","MZK","4943","A320"
"ABF","ABF","AEA","AAK","NIG","AIS","1352","A321"
"MZK","MZK","BBG","KUC","AAK","TMN","1058","A330"
"AEA","AEA","KUC","BEZ","AIS","MTK","1581","737"
"AAK","AAK","MNK","NIG","TMN","AIS","1368","747"
"KUC","KUC","NON","BEZ","TMN","BBG","1096","757"
"AIS","AIS","NIG","BEZ","TSU","MTK","1564","767"
"TMN","TMN","NIG","MNK","BBG","FNJ","5165","777"
"BEZ","BBG","MTK","KWI","NON","BEZ","cant complete trip","BAE146"
"NIG","MTK","MNK","FRU","TSU","NIG","cant complete trip","DC8"
"BBG","MNK","NON","OSS","FNJ","BBG","cant complete trip","F50"
"MTK","MTK","NON","TSU","LPQ","KWI","47999","MD11"
"MNK","TSU","FNJ","PKZ","FRU","MNK","cant complete trip","A400M"
"NON","FNJ","KWI","ZVK","OSS","NON","cant complete trip","C212"
"TSU","KWI","FRU","VTE","LPQ","TSU","cant complete trip","V22"
"FNJ","FRU","OSS","XKH","PKZ","FNJ","cant complete trip","BB1"
"KWI","OSS","LPQ","LXG","ZVK","KWI","cant complete trip","BA10"
"FRU","LPQ","PKZ","ODY","VTE","FRU","cant complete trip","SIS99"
"OSS","PKZ","ZVK","OUI","XKH","OSS","cant complete trip","SAH"
"LPQ","LPQ","ZVK","VTE","VNA","LXG","0","A319"
"PKZ","PKZ","VTE","XKH","LPX","ODY","7550","A320"
"ZVK","ZVK","XKH","LXG","RIX","OUI","7316","A321"
"VTE","VTE","LXG","ODY","VTS","VNA","8236","A330"
"XKH","XKH","ODY","OUI","BEY","LPX","7733","737"
"LXG","LXG","OUI","VNA","RIX","MSU","10350","747"
"ODY","ODY","VNA","LPX","VTS","MLW","cant complete trip","757"
"OUI","OUI","LPX","RIX","BEY","ROB","cant complete trip","767"
"VNA","VNA","RIX","VTS","CPA","MSU","7385","777"
"LPX","VTS","BEY","GHT","MLW","LPX","cant complete trip","BAE146"
"RIX","RIX","BEY","AKF","ROB","MSU","cant complete trip","DC8"
"VTS","MSU","MLW","BEN","CPA","VTS","cant complete trip","F50"
"BEY","BEY","SEB","GHT","ROB","MLW","2546","MD11"
"MSU","ROB","CPA","TIP","AKF","MSU","cant complete trip","A400M"
"MLW","CPA","GHT","LTD","BEN","MLW","cant complete trip","C212"
"ROB","GHT","AKF","QUB","SEB","ROB","cant complete trip","V22"
"CPA","AKF","BEN","MRA","TIP","CPA","cant complete trip","BB1"
"GHT","GHT","SEB","LTD","BEN","LAQ","cant complete trip","BA10"
"AKF","AKF","SEB","QUB","TIP","MJI","cant complete trip","SIS99"
"BEN","BEN","TOB","MRA","TIP","LTD","1993","SAH"
"SEB","SEB","QUB","LTD","SRX","LAQ","2013","A319"
"TIP","TIP","MJI","MRA","QUB","SQQ","5709","A320"
"LTD","LTD","MRA","LAQ","TOB","HLJ","5990","A321"
"QUB","QUB","SRX","MJI","LAQ","KUN","6313","A330"
"MRA","MRA","MJI","TOB","SQQ","PLQ","5540","737"
"LAQ","LAQ","TOB","SRX","VNO","HLJ","5344","747"
"MJI","MJI","SRX","KUN","PNV","SQQ","5022","757"
"TOB","TOB","LUX","PLQ","SQQ","HLJ","5819","767"
"SRX","SRX","VNO","KUN","HLJ","MFM","11246","777"
"SQQ","KUN","PLQ","XZM","PNV","SQQ","cant complete trip","BAE146"
"HLJ","HLJ","PLQ","VNO","LUX","OHD","3362","DC8"
"KUN","VNO","PNV","SKP","MFM","KUN","cant complete trip","F50"
"PLQ","PLQ","PNV","LUX","TNR","XZM","11218","MD11"
"VNO","LUX","MFM","ZVA","OHD","VNO","cant complete trip","A400M"
"PNV","MFM","XZM","SMS","SKP","PNV","cant complete trip","C212"
"LUX","XZM","OHD","TMM","TNR","LUX","cant complete trip","V22"
"MFM","OHD","SKP","MOQ","ZVA","MFM","cant complete trip","BB1"
"XZM","SKP","TNR","DIE","SMS","XZM","cant complete trip","BA10"
"OHD","TNR","ZVA","WMR","TMM","OHD","cant complete trip","SIS99"
"SKP","ZVA","SMS","ZWA","MOQ","SKP","cant complete trip","SAH"
"TNR","TNR","SMS","TMM","AMB","DIE","0","A319"
"ZVA","ZVA","TMM","MOQ","ANM","WMR","0","A320"
"SMS","SMS","MOQ","DIE","HVA","ZWA","0","A321"
"TMM","TMM","DIE","WMR","MJN","AMB","0","A330"
"MOQ","MOQ","WMR","ZWA","NOS","ANM","0","737"
"DIE","DIE","ZWA","AMB","BPY","HVA","0","747"
"WMR","WMR","AMB","ANM","WMN","MJN","0","757"
"ZWA","ZWA","ANM","HVA","SVB","NOS","0","767"
"AMB","AMB","HVA","MJN","VOH","BPY","0","777"
"ANM","ANM","MJN","NOS","WAI","WMN","0","BAE146"
"HVA","HVA","NOS","BPY","FTU","SVB","0","DC8"
"MJN","MJN","BPY","WMN","WFI","VOH","0","F50"
"NOS","NOS","WMN","SVB","RVA","WAI","0","MD11"
"BPY","BPY","SVB","VOH","WVK","FTU","0","A400M"
"WMN","WMN","VOH","WAI","MNJ","WFI","0","C212"
"SVB","SVB","WAI","FTU","MXM","RVA","0","V22"
"VOH","VOH","FTU","WFI","TLE","WVK","0","BB1"
"WAI","WAI","WFI","RVA","MJA","MNJ","0","BA10"
"FTU","FTU","RVA","WVK","WMA","MXM","0","SIS99"
"WFI","WFI","WVK","MNJ","TTS","TLE","0","SAH"
"RVA","RVA","MNJ","MXM","WMP","MJA","0","A319"
"WVK","WVK","MXM","TLE","DWB","WMA","0","A320"
"MNJ","MNJ","TLE","MJA","IVA","TTS","0","A321"
"MXM","MXM","MJA","WMA","WPB","WMP","0","A330"
"TLE","TLE","WMA","TTS","WAM","DWB","0","737"
"MJA","MJA","TTS","WMP","WTS","IVA","0","747"
"WMA","WMA","WMP","DWB","WTA","WPB","0","757"
"TTS","TTS","DWB","IVA","TVA","WAM","0","767"
"WMP","WMP","IVA","WPB","MXT","WTS","0","777"
"DWB","DWB","WPB","WAM","BMD","WTA","0","BAE146"
"IVA","IVA","WAM","WTS","JVA","TVA","0","DC8"
"WPB","WPB","WTS","WTA","WAQ","MXT","0","F50"
"WAM","WAM","WTA","TVA","AMY","BMD","0","MD11"
"WTS","WTS","TVA","MXT","DVD","JVA","0","A400M"
"WTA","WTA","MXT","BMD","ATJ","WAQ","0","C212"
"TVA","TVA","BMD","JVA","OVA","AMY","0","V22"
"MXT","MXT","JVA","WAQ","BLZ","DVD","2","BB1"
"BMD","WAQ","AMY","KGJ","ATJ","BMD","cant complete trip","BA10"
"JVA","AMY","DVD","LLW","OVA","JVA","cant complete trip","SIS99"
"WAQ","DVD","ATJ","ZZU","BLZ","WAQ","cant complete trip","SAH"
"AMY","AMY","ATJ","OVA","CMK","KGJ","4","A319"
"DVD","DVD","OVA","BLZ","LIX","LLW","2","A320"
"ATJ","ATJ","BLZ","KGJ","ZZU","BTU","1978","A321"
"OVA","OVA","KGJ","LLW","CMK","KCH","1959","A330"
"BLZ","LLW","ZZU","LMN","LIX","BLZ","cant complete trip","737"
"KGJ","KGJ","ZZU","CMK","MUR","BTU","2344","747"
"LLW","LLW","CMK","LIX","KCH","MYY","2476","757"
"ZZU","ZZU","LIX","SBW","BTU","LMN","2474","767"
"CMK","CMK","KCH","BTU","MUR","LDU","2686","777"
"LIX","KCH","LMN","BKI","MYY","LIX","cant complete trip","BAE146"
"BTU","BTU","SBW","MUR","LMN","LBU","253","DC8"
"KCH","KCH","MYY","MUR","TWU","LDU","518","F50"
"LMN","LMN","MYY","BKI","SBW","AOR","1026","MD11"
"MUR","MUR","LBU","LDU","SBW","KBR","968","A400M"
"MYY","MYY","BKI","LDU","TWU","KUA","895","C212"
"SBW","SBW","LBU","BKI","KTE","AOR","962","V22"
"LDU","LDU","TWU","LBU","KBR","IPH","cant complete trip","BB1"
"BKI","TWU","AOR","JHB","KUA","BKI","cant complete trip","BA10"
"LBU","AOR","KBR","KUL","KTE","LBU","cant complete trip","SIS99"
"TWU","KBR","KUA","LGK","IPH","TWU","cant complete trip","SAH"
"AOR","AOR","KTE","KUA","MKZ","JHB","374","A319"
"KBR","KBR","TGG","KTE","IPH","KUL","276","A320"
"KUA","KUA","JHB","IPH","PEN","LGK","359","A321"
"KTE","KTE","TOD","JHB","MKZ","KUL","223","A330"
"IPH","IPH","SZB","KUL","TGG","LGK","301","737"
"JHB","JHB","MKZ","RDN","PEN","LGK","431","747"
"KUL","KUL","MKZ","TOD","TGG","MZV","863","757"
"LGK","LGK","PEN","SZB","TGG","SDK","1125","767"
"MKZ","MKZ","TOD","RDN","PEN","LBP","1037","777"
"TGG","TGG","SZB","TOD","BLG","MZV","807","BAE146"
"PEN","PEN","SZB","RDN","LGL","SDK","1120","DC8"
"TOD","TOD","RDN","MZV","ODN","LBP","781","F50"
"SZB","SZB","MKM","BLG","MZV","SDK","979","MD11"
"RDN","RDN","LGL","LBP","BKM","SDK","898","A400M"
"MZV","MZV","ODN","LBP","LWY","BLG","206","C212"
"SDK","SDK","BBN","LGL","BLG","MKM","390","V22"
"LBP","LBP","LGL","ODN","BKM","TMG","246","BB1"
"BLG","BLG","MKM","ODN","LWY","KUD","384","BA10"
"LGL","LGL","BBN","BKM","MKM","PKG","cant complete trip","SIS99"
"ODN","ODN","BKM","LWY","TMG","TGC","485","SAH"
"MKM","MKM","LKH","BBN","LWY","KUD","379","A319"
"BKM","BKM","BBN","TMG","LAC","PKG","1070","A320"
"LWY","LWY","KUD","TMG","TGC","ZWR","6146","A321"
"BBN","BBN","LKH","KUD","XKL","PKG","1054","A330"
"TMG","TMG","LAC","TGC","PKG","MLE","1707","737"
"KUD","KUD","LKH","TGC","KDM","ZWR","4718","747"
"PKG","PKG","XKL","LAC","LKH","GAN","1917","757"
"TGC","TGC","LAC","MLE","HAQ","ZWR","4601","767"
"LKH","LKH","XKL","KDO","KDM","ZWR","4556","777"
"LAC","XKL","MLE","MSI","GAN","LAC","cant complete trip","BAE146"
"ZWR","ZWR","HAQ","MLE","VAM","KDM","2235","DC8"
"XKL","KDM","GAN","IRU","KDO","XKL","cant complete trip","F50"
"MLE","MLE","DHG","MSI","HAQ","GAN","119","MD11"
"KDM","KDM","GKK","KDO","VAM","HAQ","89","A400M"
"GAN","KDO","MSI","BKO","IRU","GAN","cant complete trip","C212"
"HAQ","MSI","VAM","GAQ","DHG","HAQ","cant complete trip","V22"
"KDO","VAM","IRU","KYS","GKK","KDO","cant complete trip","BB1"
"MSI","IRU","DHG","MZI","BKO","MSI","cant complete trip","BA10"
"VAM","DHG","GKK","TOM","GAQ","VAM","cant complete trip","SIS99"
"IRU","GKK","BKO","MLA","KYS","IRU","cant complete trip","SAH"
"DHG","BKO","GAQ","GZM","MZI","DHG","cant complete trip","A319"
"GKK","GKK","JCO","GAQ","TOM","KYS","3088","A320"
"BKO","KYS","MZI","MAJ","MLA","BKO","cant complete trip","A321"
"GAQ","MZI","TOM","KWA","GZM","GAQ","cant complete trip","A330"
"KYS","TOM","MLA","ENT","JCO","KYS","cant complete trip","737"
"MZI","MZI","MLA","GZM","MAJ","MIJ","cant complete trip","747"
"TOM","GZM","JCO","WTO","KWA","TOM","cant complete trip","757"
"MLA","JCO","MAJ","WTE","ENT","MLA","cant complete trip","767"
"GZM","GZM","KWA","WJA","MAJ","MIJ","28857","777"
"JCO","KWA","ENT","UIT","WTO","JCO","cant complete trip","BAE146"
"MAJ","MAJ","MIJ","WTE","RNP","ENT","2399","DC8"
"KWA","KWA","WTO","NDK","WJA","MIJ","1737","F50"
"ENT","ENT","WTO","MJE","UIT","WTE","2211","MD11"
"MIJ","MIJ","WJA","WTE","MJB","RNP","1659","A400M"
"WTO","WTO","NDK","UIT","WJA","MAV","1623","C212"
"WTE","WTE","LIK","MJE","UIT","RNP","1611","V22"
"WJA","WJA","KBT","MJB","RNP","NDK","1710","BB1"
"UIT","UIT","NDK","JEJ","MJE","MAV","1140","BA10"
"RNP","RNP","LIK","MJB","MJE","JAT","1323","SIS99"
"NDK","NDK","KBT","MAV","MJB","BII","1904","SAH"
"MJE","MJE","JEJ","AUL","MAV","LIK","858","A319"
"MJB","MJB","AIM","LIK","KBT","JAT","1029","A320"
"MAV","MAV","KBT","JEJ","UTK","BII","1785","A321"
"LIK","LIK","JEJ","JAT","KIO","AUL","1085","A330"
"KBT","KBT","AIM","JAT","UJE","BII","1709","737"
"JEJ","JEJ","AUL","IMI","UTK","BII","1827","747"
"JAT","JAT","KIO","TIC","AUL","AIM","1241","757"
"BII","BII","UJE","EAL","AIM","UTK","1288","767"
"AUL","AUL","IMI","KIO","LML","UTK","1661","777"
"AIM","AIM","AIC","TIC","KIO","UJE","1708","BAE146"
"UTK","UTK","EAL","UJE","IMI","EJT","1844","DC8"
"KIO","IMI","TIC","FDF","LML","KIO","cant complete trip","F50"
"UJE","UJE","EAL","AIC","TIC","IEO","17214","MD11"
"IMI","EAL","LML","TIY","EJT","IMI","cant complete trip","A400M"
"TIC","LML","AIC","KFA","FDF","TIC","cant complete trip","C212"
"EAL","AIC","EJT","EMN","IEO","EAL","cant complete trip","V22"
"LML","EJT","FDF","KED","TIY","LML","cant complete trip","BB1"
"AIC","FDF","IEO","NKC","KFA","AIC","cant complete trip","BA10"
"EJT","IEO","TIY","SEY","EMN","EJT","cant complete trip","SIS99"
"FDF","TIY","KFA","ATR","KED","FDF","cant complete trip","SAH"
"IEO","IEO","KFA","EMN","NKC","NDB","6","A319"
"TIY","TIY","EMN","SEY","KED","MRU","265","A320"
"KFA","KFA","KED","NKC","ATR","RRG","279","A321"
"EMN","EMN","SEY","NKC","NDB","DZA","6668","A330"
"KED","SEY","ATR","ACA","MRU","KED","cant complete trip","737"
"NKC","ATR","NDB","NTR","RRG","NKC","cant complete trip","747"
"SEY","NDB","MRU","AGU","DZA","SEY","cant complete trip","757"
"ATR","MRU","RRG","HUX","ACA","ATR","cant complete trip","767"
"NDB","RRG","DZA","CVJ","NTR","NDB","cant complete trip","777"
"MRU","DZA","ACA","CME","AGU","MRU","cant complete trip","BAE146"
"RRG","ACA","NTR","CUL","HUX","RRG","cant complete trip","DC8"
"DZA","NTR","AGU","CTM","CVJ","DZA","cant complete trip","F50"
"ACA","ACA","HUX","CME","AGU","CEN","284","MD11"
"NTR","NTR","CUL","CVJ","HUX","CPE","257","A400M"
"AGU","CVJ","CME","CJS","CTM","AGU","cant complete trip","C212"
"HUX","HUX","CME","CUL","CEN","CUU","296","V22"
"CVJ","CUL","CTM","CVM","CPE","CVJ","cant complete trip","BB1"
"CME","CTM","CEN","CZM","CJS","CME","cant complete trip","BA10"
"CUL","CEN","CPE","DGO","CUU","CUL","cant complete trip","SIS99"
"CTM","CTM","CPE","CVM","TPQ","CJS","cant complete trip","SAH"
"CEN","CEN","CUU","CJS","ESE","CZM","449","A319"
"CPE","CPE","CVM","DGO","GDL","CUU","289","A320"
"CJS","CJS","GYM","TPQ","CVM","CZM","354","A321"
"CUU","CUU","DGO","TCN","CZM","ESE","421","A330"
"CVM","CVM","DGO","TPQ","GDL","HMO","220","737"
"CZM","CZM","CLQ","TPQ","GYM","ESE","419","747"
"DGO","DGO","GDL","TCN","ISJ","ESE","420","757"
"TPQ","TPQ","GDL","SLW","GYM","HMO","182","767"
"ESE","ESE","GYM","CLQ","LZC","TCN","307","777"
"GDL","GDL","TCN","ISJ","LMM","HMO","354","BAE146"
"GYM","GYM","HMO","SLW","BJX","CLQ","194","DC8"
"TCN","CLQ","ISJ","LAP","LZC","TCN","cant complete trip","F50"
"HMO","HMO","LTO","LMM","SLW","ISJ","337","MD11"
"CLQ","CLQ","LZC","BJX","SLW","MAM","141","A400M"
"ISJ","ISJ","MID","LZC","LAP","LMM","cant complete trip","C212"
"SLW","SLW","BJX","LMM","LTO","MXL","249","V22"
"LZC","LZC","MLM","BJX","MAM","LAP","208","A319"
"LMM","LMM","LAP","LTO","MTT","MID","307","A320"
"BJX","BJX","MAM","LOV","LTO","MXL","290","A321"
"LAP","LAP","MLM","MEX","MAM","MID","312","A330"
"LTO","LTO","MXL","MTY","MTT","MID","389","737"
"MAM","MAM","LOV","MZT","MLM","MXL","341","747"
"MID","MID","MTT","MEX","MLM","NOG","324","757"
"MXL","MXL","LOV","MTY","NLD","MTT","343","767"
"MLM","MLM","MEX","OAX","LOV","MZT","187","777"
"MTT","MTT","PAZ","MEX","MTY","NOG","290","BAE146"
"LOV","LOV","MTY","NLD","MZT","PBC","185","DC8"
"MEX","MEX","PCA","OAX","MZT","NOG","272","F50"
"MTY","MTY","NLD","PAZ","NOG","PPE","271","MD11"
"MZT","MZT","NLD","PDS","PBC","OAX","217","A400M"
"NOG","NOG","UPN","PCA","PAZ","OAX","cant complete trip","C212"
"NLD","NLD","PAZ","PBC","PVR","PPE","279","V22"
"OAX","OAX","PXM","PBC","PCA","PDS","178","BB1"
"PAZ","PCA","PPE","QRO","UPN","PAZ","cant complete trip","BA10"
"PBC","PBC","PVR","REX","PDS","PPE","cant complete trip","SIS99"
"PCA","PDS","UPN","SJD","PXM","PCA","cant complete trip","SAH"
"PPE","PPE","PVR","UPN","QRO","SLP","234","A319"
"PDS","PDS","REX","TXA","PXM","PVR","214","A320"
"UPN","UPN","QRO","PXM","TRC","SJD","226","A321"
"PVR","PVR","SLP","QRO","REX","TGZ","234","A330"
"PXM","PXM","TXA","REX","SJD","TIJ","386","737"
"QRO","QRO","SLP","TAM","TRC","SJD","176","747"
"REX","REX","TSL","SLP","TXA","TGZ","176","757"
"SJD","SJD","TRC","TLC","TXA","TIJ","321","767"
"SLP","SLP","TAM","TRC","TGZ","TAP","237","777"
"TXA","TGZ","TIJ","CUN","TSL","TXA","cant complete trip","BAE146"
"TRC","TRC","TAM","TLC","VSA","TIJ","378","DC8"
"TGZ","TGZ","TAP","VER","TAM","TSL","132","F50"
"TIJ","TIJ","ZCL","TSL","TLC","CUN","432","MD11"
"TAM","TAM","TLC","ZIH","VSA","TAP","179","A400M"
"TSL","TSL","ZMM","VER","TAP","CUN","233","C212"
"TLC","TLC","ZCL","ZLO","VSA","CUN","260","V22"
"TAP","TAP","SCX","VSA","VER","ZIH","159","BB1"
"CUN","CUN","VER","JAL","ZMM","ZCL","cant complete trip","BA10"
"VSA","VSA","ZIH","ZLO","ZCL","GUB","cant complete trip","SIS99"
"VER","VER","SCX","ZIH","ZMM","CUA","cant complete trip","SAH"
"ZCL","ZCL","ZMM","CYW","ZLO","JAL","147","A319"
"ZIH","ZIH","ZLO","SCX","PVP","GUB","335","A320"
"ZMM","ZMM","JAL","SCX","PCM","CUA","344","A321"
"ZLO","ZLO","CYW","JAL","GUB","TKK","11363","A330"
"SCX","GUB","CUA","PNI","PVP","SCX","cant complete trip","737"
"JAL","JAL","CYW","CUA","PCM","KSA","11303","747"
"GUB","GUB","PVP","CYW","TKK","YAP","12901","757"
"CUA","PVP","PCM","ULI","PNI","CUA","cant complete trip","767"
"CYW","CYW","PCM","MDY","KSA","TKK","15833","777"
"PVP","TKK","PNI","KIV","YAP","PVP","cant complete trip","BAE146"
"PCM","PNI","KSA","BZY","ULI","PCM","cant complete trip","DC8"
"TKK","KSA","YAP","MCM","MDY","TKK","cant complete trip","F50"
"PNI","PNI","ULI","YAP","ULN","KIV","7684","MD11"
"KSA","ULI","MDY","AVK","BZY","KSA","cant complete trip","A400M"
"YAP","MDY","KIV","LTI","MCM","YAP","cant complete trip","C212"
"ULI","KIV","BZY","BYN","ULN","ULI","cant complete trip","V22"
"MDY","BZY","MCM","DLZ","AVK","MDY","cant complete trip","BB1"
"KIV","MCM","ULN","HVD","LTI","KIV","cant complete trip","BA10"
"BZY","ULN","AVK","MXV","BYN","BZY","cant complete trip","SIS99"
"MCM","AVK","LTI","COQ","DLZ","MCM","cant complete trip","SAH"
"ULN","ULN","LTI","BYN","ULG","HVD","0","A319"
"AVK","AVK","BYN","DLZ","UGA","MXV","0","A320"
"LTI","LTI","DLZ","HVD","ULO","COQ","0","A321"
"BYN","BYN","HVD","MXV","ULG","TGD","6206","A330"
"DLZ","DLZ","MXV","COQ","UGA","TIV","6637","737"
"HVD","HVD","COQ","ULG","ULO","MNI","4367","747"
"MXV","MXV","ULG","UGA","TGD","AGA","3713","757"
"COQ","COQ","UGA","ULO","TIV","TTA","4042","767"
"ULG","ULG","ULO","TGD","FEZ","MNI","7181","777"
"UGA","TGD","TIV","ERH","AGA","UGA","cant complete trip","BAE146"
"ULO","ULO","TIV","MEK","TTA","MNI","cant complete trip","DC8"
"TGD","MNI","AGA","OUD","FEZ","TGD","cant complete trip","F50"
"TIV","TIV","ERH","RBA","AGA","TTA","2739","MD11"
"MNI","TTA","FEZ","CMN","MEK","MNI","cant complete trip","A400M"
"AGA","AGA","RAK","ERH","FEZ","OUD","181","C212"
"TTA","TTA","ERH","MEK","NNA","RBA","176","V22"
"FEZ","FEZ","MEK","CMN","OZZ","OUD","137","BB1"
"ERH","ERH","RBA","AHU","OUD","RAK","169","BA10"
"MEK","MEK","RBA","NNA","CMN","TTU","73","SIS99"
"OUD","OUD","TNG","CMN","RAK","OZZ","154","SAH"
"RBA","RBA","NNA","AHU","NDR","RAK","118","A319"
"CMN","CMN","NNA","TTU","OZZ","ESU","133","A320"
"RAK","RAK","OZZ","TNG","AHU","BEW","984","A321"
"NNA","NNA","TTU","AHU","NDR","INH","987","A330"
"OZZ","OZZ","ESU","TNG","TTU","VXC","928","737"
"AHU","AHU","NDR","TNG","BEW","MPM","985","747"
"TTU","TTU","NDR","ESU","MZB","INH","1028","757"
"TNG","TNG","ESU","VXC","MNC","BEW","961","767"
"NDR","NDR","APL","BEW","INH","MPM","935","777"
"ESU","INH","VXC","POL","MZB","ESU","cant complete trip","BAE146"
"BEW","BEW","UEL","VXC","MNC","MPM","101","DC8"
"INH","INH","MPM","TET","APL","MZB","110","F50"
